Patch;Square;Plant;PlantFinnish;Monocot;Dicot;Coverage;Herbivory %;Virotic
9150;3;Vicia tetrasperma;mäkivirvilä;0;1;0,1;0;0
9150;3;Lichenes;jäkälät;0;0;2;0;0
9150;3;Picea abies;kuusi;0;1;0,1;0;0
9150;3;Veronica chamaedrys;nurmitädyke;0;1;0,5;0;0
9150;3;helovahakas;helovahakas;0;0;0,1;0;0
9150;3;Campanula persicifolia;kurjenkello;0;1;0,1;0;0
9150;3;plantago media;soikkoratamo;0;1;0,1;0;0
9150;3;Dactylis glomerata;koiranheinä;1;0;0,1;0;0
9150;3;Festuca ovina;lampaannata;1;0;5;0;0
9150;3;cerastium sp;cerastium sp;0;1;0,1;0;0
9150;3;Poaceae sp;heinä sp;1;0;0,1;0;0
9150;4;Plantago lanceolata;heinäratamo;0;1;1;50;0
9150;4;Fragaria vesca;ahomansikka;0;1;8;20;0
9150;4;plantago media;soikkoratamo;0;1;5;60;0
9150;4;Achillea millefolium;siankärsämö;0;1;7;0;0
9150;4;Hypericum perforatum;mäkikuisma;0;1;3;0;80
9150;4;Stellaria graminea;heinätähtimö;0;1;0,1;0;0
9150;4;Trifolium pratense;puna-apila;0;1;10;0;0
9150;4;Pimpinella major;isopukinjuuri;0;1;1;100;0
9150;4;Geranium sanguineum;verikurjenpolvi;0;1;5;50;0
9150;4;Trifolium repens;valkoapila;0;1;0,5;0;0
9150;4;Helictotrichon pratense;ahdekaura;1;0;1;0;0
9150;4;Poa angustifolia;hoikkanurmikka;1;0;1;0;0
9150;4;Veronica officinalis;rohtotädyke;0;1;0,1;0;0
9150;4;Bryobionta;sammal;0;0;8;0;0
9150;4;Campanula persicifolia;kurjenkello;0;1;0,5;0;0
